conditional,fs/erofs/fileio.c,6422cde1b0d5a31b206b263417c1c2b3c80fe82c,55,21,( rq -> iocb . ki_filp -> f_mode & FMODE_CAN_ODIRECT ) ? IOCB_DIRECT : 0
implicit-predicate,fs/erofs/fileio.c,6422cde1b0d5a31b206b263417c1c2b3c80fe82c,55,21,( rq -> iocb . ki_filp -> f_mode & FMODE_CAN_ODIRECT )
operator-precedence,fs/erofs/fileio.c,6422cde1b0d5a31b206b263417c1c2b3c80fe82c,55,21,( rq -> iocb . ki_filp -> f_mode & FMODE_CAN_ODIRECT ) ? IOCB_DIRECT : 0
omitted-curly-braces,tools/testing/selftests/bpf/progs/raw_tp_null.c,838a10bd2ebfe11a60dd67687533a7cfc220cc86,30,2,i += 2 ;
omitted-curly-braces,kernel/bpf/btf.c,c00d738e1673ab801e1577e4e3c780ccf88b1a5b,6599,2,info -> reg_type |= PTR_MAYBE_NULL ;
omitted-curly-braces,kernel/bpf/btf.c,c00d738e1673ab801e1577e4e3c780ccf88b1a5b,6600,6,"if ( btf_param_match_suffix ( btf , & args [ arg ] , ""__nullable"" ) ) info -> reg_type |= PTR_MAYBE_NULL ; "
omitted-curly-braces,kernel/bpf/verifier.c,c00d738e1673ab801e1577e4e3c780ccf88b1a5b,6955,3,mask = false ;
omitted-curly-braces,block/blk-mq-sysfs.c,be26ba96421ab0a8fa2055ccf7db7832a13c44d2,280,2,goto unlock ;
omitted-curly-braces,block/blk-mq-sysfs.c,be26ba96421ab0a8fa2055ccf7db7832a13c44d2,297,2,goto unlock ;
omitted-curly-braces,drivers/iommu/intel/cache.c,74536f91962d5f6af0a42414773ce61e653c10ee,197,3,return - ENOMEM ;
omitted-curly-braces,arch/arm64/kernel/signal.c,a3b4647e2f9ae8e8c6829ce637945b3c07a727ad,1510,2,sigtramp = ksig -> ka . sa . sa_restorer ;
omitted-curly-braces,arch/arm64/kernel/signal.c,a3b4647e2f9ae8e8c6829ce637945b3c07a727ad,1512,2,"sigtramp = VDSO_SYMBOL ( current -> mm -> context . vdso , sigtramp ) ;"
omitted-curly-braces,kernel/sched/fair.c,c7f7e9c73178e0e342486fd31e7f363ef60e3f83,1163,2,"dl_server_update ( p -> dl_server , delta_exec ) ;"
omitted-curly-braces,fs/xfs/libxfs/xfs_symlink_remote.c,7f8b718c58783f3ff0810b39e2f62f50ba2549f6,96,2,return __this_address ;
omitted-curly-braces,fs/xfs/scrub/agheader.c,06b20ef09ba16374e1e68f1e8dbe434c4ad4e6fd,286,4,"xchk_block_set_corrupt ( sc , bp ) ;"
omitted-curly-braces,fs/xfs/scrub/agheader.c,06b20ef09ba16374e1e68f1e8dbe434c4ad4e6fd,149,3,"xchk_block_set_preen ( sc , bp ) ;"
omitted-curly-braces,fs/xfs/scrub/agheader.c,06b20ef09ba16374e1e68f1e8dbe434c4ad4e6fd,288,4,"xchk_block_set_preen ( sc , bp ) ;"
omitted-curly-braces,fs/xfs/scrub/agheader.c,06b20ef09ba16374e1e68f1e8dbe434c4ad4e6fd,291,4,"xchk_block_set_preen ( sc , bp ) ;"
operator-precedence,fs/xfs/libxfs/xfs_sb.c,7f8a44f37229fc76bfcafa341a4b8862368ef44a,497,7,! sbp -> sb_spino_align || sbp -> sb_spino_align > sbp -> sb_inoalignmt
omitted-curly-braces,fs/xfs/xfs_dquot.c,ca378189fdfa890a4f0622f85ee41b710bbac271,1303,2,return error ;
omitted-curly-braces,fs/xfs/xfs_dquot_item.c,acc8f8628c3737108f36e5637f4d5daeaf96d90e,161,3,rval = XFS_ITEM_LOCKED ;
omitted-curly-braces,fs/xfs/xfs_trans.c,44d9b07e52db25035680713c3428016cadcd2ea1,866,3,xfs_defer_cancel ( tp ) ;
omitted-curly-braces,fs/xfs/xfs_trans.c,44d9b07e52db25035680713c3428016cadcd2ea1,884,3,goto out_unreserve ;
omitted-curly-braces,fs/xfs/libxfs/xfs_rtgroup.c,23bee6f390a12d0c4c51fefc083704bc5dac377e,499,2,return error ;
omitted-curly-braces,fs/xfs/scrub/tempfile.c,dc5a0527398d42e4d3e47abe8a43960fca0314ed,951,2,return false ;
omitted-curly-braces,fs/xfs/scrub/health.c,aa7bfb537edf62085d7718845f6644b0e4efb9df,240,3,"xfs_fs_mark_corrupt ( sc -> mp , sc -> sick_mask ) ;"
omitted-curly-braces,fs/xfs/scrub/health.c,aa7bfb537edf62085d7718845f6644b0e4efb9df,215,3,"xfs_group_mark_corrupt ( pag_group ( pag ) , sc -> sick_mask ) ;"
